Time (ms), Voltage (V), Raw reading,V*dt,,,,Resistance,1000
390025,0,0,0,,,,,
390036,0,0,0,,,,,
390046,0,0,0,,,,,
390057,0,0,0,,,,,
390069,0,0,0,,,,,
390080,0,0,0,,,,,
390091,0,0,0,,,,,
390103,0,0,0,,,,,
390114,0,0,0,,,,,
390124,0,0,0,,,,,
390135,0,0,0,,,,,
390147,0,0,0,,,,,
390158,0,0,0,,,,,
390169,0,0,0,,,,,
390183,0,0,0,,,,,
390195,0,0,0,,,,,
390205,0,0,0,,,,,
390216,0,0,0,,,,,
390227,0,0,0,,,,,
390239,0,0,0,,,,,
390250,0,0,0,,,,,
390261,0,0,0,,,,,
390273,0,0,0,,,,,
390283,0,0,0,,,,,
390294,0,0,0,,,,,
390305,0,0,0,,,,,
390317,0,0,0,,,,,
390328,0,0,0,,,,,
390339,0,0,0,,,,,
390349,0,0,0,,,,,
390361,0,0,0,,,,,
390372,0,0,0,,,,,
390383,0,0,0,,,,,
390394,0,0,0,,,,,
390406,0,0,0,,,,,
390417,0,0,0,,,,,
390427,0,0,0,,,,,
390438,0,0,0,,,,,
390450,0,0,0,,,,,
390461,0,0,0,,,,,
390472,0,0,0,,,,,
390483,0,0,0,,,,,
390495,0,0,0,,,,,
390505,0,0,0,,,,,
390516,0,0,0,,,,,
390528,0,0,0,,,,,
390539,0,0,0,,,,,
390550,0,0,0,,,,,
390561,0,0,0,,,,,
390572,0,0,0,,,,,
390583,0,0,0,,,,,
390597,0,0,0,,,,,
390608,0,0,0,,,,,
390620,0,0,0,,,,,
390631,0,0,0,,,,,
390642,0,0,0,,,,,
390652,0,0,0,,,,,
390664,0,0,0,,,,,
390675,0,0,0,,,,,
390686,0,0,0,,,,,
390697,0,0,0,,,,,
390709,0,0,0,,,,,
390720,0,0,0,,,,,
390730,0,0,0,,,,,
390742,0,0,0,,,,,
390753,0,0,0,,,,,
390764,0,0,0,,,,,
390775,0,0,0,,,,,
390787,0,0,0,,,,,
390798,0,0,0,,,,,
390808,0,0,0,,,,,
390819,0,0,0,,,,,
390831,0,0,0,,,,,
390842,0,0,0,,,,,
390853,0,0,0,,,,,
390864,0,0,0,,,,,
390876,0,0,0,,,,,
390886,0,0,0,,,,,
390897,0,0,0,,,,,
390908,0,0,0,,,,,
390920,0,0,0,,,,,
390931,0,0,0,,,,,
390942,0,0,0,,,,,
390953,0,0,0,,,,,
390964,0,0,0,,,,,
390975,0,0,0,,,,,
390986,0,0,0,,,,,
391001,0,0,0,,,,,
391012,0,0,0,,,,,
391023,0,0,0,,,,,
391034,0,0,0,,,,,
391045,0,0,0,,,,,
391056,0,0,0,,,,,
391067,0,0,0,,,,,
391078,0,0,0,,,,,
391090,0,0,0,,,,,
391101,0,0,0,,,,,
391111,0,0,0,,,,,
391122,0,0,0,,,,,
391134,0,0,0,,,,,
391145,0,0,0,,,,,
391156,0,0,0,,,,,
391168,0,0,0,,,,,
391179,0,0,0,,,,,
391189,0,0,0,,,,,
391200,0,0,0,,,,,
391212,0,0,0,,,,,
391223,0,0,0,,,,,
391234,0,0,0,,,,,
391245,0,0,0,,,,,
391257,0,0,0,,,,,
391267,0,0,0,,,,,
391278,0,0,0,,,,,
391289,0,0,0,,,,,
391301,0,0,0,,,,,
391312,0,0,0,,,,,
391323,0,0,0,,,,,
391334,0,0,0,,,,,
391345,0,0,0,,,,,
391356,0,0,0,,,,,
391367,0,0,0,,,,,
391378,0,0,0,,,,,
391390,0,0,0,,,,,
391401,0,0,0,,,,,
391415,0,0,0,,,,,
391426,0,0,0,,,,,
391437,0,0,0,,,,,
391448,0,0,0,,,,,
391459,0,0,0,,,,,
391471,0,0,0,,,,,
391482,0,0,0,,,,,
391492,0,0,0,,,,,
391503,0,0,0,,,,,
391515,0,0,0,,,,,
391552,0,0,0,,,,,
391563,0,0,0,,,,,
391574,0,0,0,,,,,
391585,0,0,0,,,,,
391597,0,0,0,,,,,
391608,0,0,0,,,,,
391619,0,0,0,,,,,
391629,0,0,0,,,,,
391641,0,0,0,,,,,
391652,0,0,0,,,,,
391663,0,0,0,,,,,
391674,0,0,0,,,,,
391686,0,0,0,,,,,
391697,0,0,0,,,,,
391708,0,0,0,,,,,
391718,0,0,0,,,,,
391730,0,0,0,,,,,
391741,0,0,0,,,,,
391752,0,0,0,,,,,
391763,0,0,0,,,,,
391775,0,0,0,,,,,
391786,0,0,0,,,,,
391797,0,0,0,,,,,
391808,0,0,0,,,,,
391819,0,0,0,,,,,
391830,0,0,0,,,,,
391841,0,0,0,,,,,
391856,0,0,0,,,,,
391867,0,0,0,,,,,
391878,0,0,0,,,,,
391889,0,0,0,,,,,
391900,0,0,0,,,,,
391911,0,0,0,,,,,
391922,0,0,0,,,,,
391933,0,0,0,,,,,
391945,0,0,0,,,,,
391956,0,0,0,,,,,
391967,0,0,0,,,,,
391977,0,0,0,,,,,
391989,0,0,0,,,,,
392000,0,0,0,,,,,
392011,0,0,0,,,,,
392023,0,0,0,,,,,
392034,0,0,0,,,,,
392045,0,0,0,,,,,
392055,0,0,0,,,,,
392067,0,0,0,,,,,
392078,0,0,0,,,,,
392089,0,0,0,,,,,
392100,0,0,0,,,,,
392112,0,0,0,,,,,
392122,0,0,0,,,,,
392133,0,0,0,,,,,
392144,0,0,0,,,,,
392156,0,0,0,,,,,
392167,0,0,0,,,,,
392178,0,0,0,,,,,
392189,0,0,0,,,,,
392201,0,0,0,,,,,
392211,0,0,0,,,,,
392222,0,0,0,,,,,
392233,0,0,0,,,,,
392245,0,0,0,,,,,
392259,0,0,0,,,,,
392270,0,0,0,,,,,
392282,0,0,0,,,,,
392293,0,0,0,,,,,
392303,0,0,0,,,,,
392314,0,0,0,,,,,
392326,0,0,0,,,,,
392337,0,0,0,,,,,
392348,0,0,0,,,,,
392359,0,0,0,,,,,
392371,0,0,0,,,,,
392381,0,0,0,,,,,
392392,0,0,0,,,,,
392403,0,0,0,,,,,
392415,0,0,0,,,,,
392426,0,0,0,,,,,
392437,0,0,0,,,,,
392449,0,0,0,,,,,
392460,0,0,0,,,,,
392470,0,0,0,,,,,
392481,0,0,0,,,,,
392493,0,0,0,,,,,
392504,0,0,0,,,,,
392515,0,0,0,,,,,
392526,0,0,0,,,,,
392538,0,0,0,,,,,
392548,0,0,0,,,,,
392559,0,0,0,,,,,
392570,0,0,0,,,,,
392582,0,0,0,,,,,
392593,0,0,0,,,,,
392604,0,0,0,,,,,
392615,0,0,0,,,,,
392626,0,0,0,,,,,
392637,0,0,0,,,,,
392648,0,0,0,,,,,
392659,0,0,0,,,,,
392674,0,0,0,,,,,
392685,0,0,0,,,,,
392696,0,0,0,,,,,
392708,0,0,0,,,,,
392718,0,0,0,,,,,
392729,0,0,0,,,,,
392740,0,0,0,,,,,
392752,0,0,0,,,,,
392763,0,0,0,,,,,
392774,0,0,0,,,,,
392785,0,0,0,,,,,
392796,0,0,0,,,,,
392807,0,0,0,,,,,
392818,0,0,0,,,,,
392829,0,0,0,,,,,
392841,0,0,0,,,,,
392852,0,0,0,,,,,
392863,0,0,0,,,,,
392873,0,0,0,,,,,
392885,0,0,0,,,,,
392896,0,0,0,,,,,
392907,0,0,0,,,,,
392919,0,0,0,,,,,
392930,0,0,0,,,,,
392941,0,0,0,,,,,
392952,0,0,0,,,,,
392963,0,0,0,,,,,
392974,0,0,0,,,,,
392985,0,0,0,,,,,
392996,0,0,0,,,,,
393008,0,0,0,,,,,
393019,0,0,0,,,,,
393030,0,0,0,,,,,
393040,0,0,0,,,,,
393052,0,0,0,,,,,
393063,0,0,0,,,,,
393077,0,0,0,,,,,
393089,0,0,0,,,,,
393100,0,0,0,,,,,
393111,0,0,0,,,,,
393121,0,0,0,,,,,
393133,0,0,0,,,,,
393144,0,0,0,,,,,
393155,0,0,0,,,,,
393166,0,0,0,,,,,
393178,0,0,0,,,,,
393189,0,0,0,,,,,
393200,0,0,0,,,,,
393210,0,0,0,,,,,
393222,0,0,0,,,,,
393233,0,0,0,,,,,
393244,0,0,0,,,,,
393255,0,0,0,,,,,
393267,0,0,0,,,,,
393277,0,0,0,,,,,
393288,0,0,0,,,,,
393299,0,0,0,,,,,
393311,0,0,0,,,,,
393322,0,0,0,,,,,
393333,0,0,0,,,,,
393345,0,0,0,,,,,
393355,0,0,0,,,,,
393366,0,0,0,,,,,
393377,0,0,0,,,,,
393389,0,0,0,,,,,
393400,0,0,0,,,,,
393411,0,0,0,,,,,
393422,0,0,0,,,,,
393434,0,0,0,,,,,
393444,0,0,0,,,,,
393455,0,0,0,,,,,
393466,0,0,0,,,,,
393478,0,0,0,,,,,
393492,0,0,0,,,,,
393503,0,0,0,,,,,
393515,0,0,0,,,,,
393525,0,0,0,,,,,
393536,0,0,0,,,,,
393547,0,0,0,,,,,
393559,0,0,0,,,,,
393570,0,0,0,,,,,
393581,0,0,0,,,,,
393592,0,0,0,,,,,
393604,0,0,0,,,,,
393614,0,0,0,,,,,
393625,0,0,0,,,,,
393636,0,0,0,,,,,
393648,0,0,0,,,,,
393659,0,0,0,,,,,
393670,0,0,0,,,,,
393681,0,0,0,,,,,
393692,0,0,0,,,,,
393703,0,0,0,,,,,
393714,0,0,0,,,,,
393725,0,0,0,,,,,
393737,0,0,0,,,,,
393748,0,0,0,,,,,
393758,0,0,0,,,,,
393769,0,0,0,,,,,
393781,0,0,0,,,,,
393792,0,0,0,,,,,
393803,0,0,0,,,,,
393815,0,0,0,,,,,
393826,0,0,0,,,,,
393836,0,0,0,,,,,
393847,0,0,0,,,,,
393859,0,0,0,,,,,
393870,0,0,0,,,,,
393881,0,0,0,,,,,
393906,0,0,0,,,,,
393917,0,0,0,,,,,
393928,0,0,0,,,,,
393939,0,0,0,,,,,
393951,0,0,0,,,,,
393961,0,0,0,,,,,
393972,0,0,0,,,,,
393984,0,0,0,,,,,
393995,0,0,0,,,,,
394006,0,0,0,,,,,
394017,0,0,0,,,,,
394029,0,0,0,,,,,
394040,0,0,0,,,,,
394050,0,0,0,,,,,
394061,0,0,0,,,,,
394073,0,0,0,,,,,
394084,0,0,0,,,,,
394095,0,0,0,,,,,
394106,0,0,0,,,,,
394117,0,0,0,,,,,
394128,0,0,0,,,,,
394139,0,0,0,,,,,
394150,0,0,0,,,,,
394162,0,0,0,,,,,
394173,0,0,0,,,,,
394184,0,0,0,,,,,
394194,0,0,0,,,,,
394206,0,0,0,,,,,
394217,0,0,0,,,,,
394228,0,0,0,,,,,
394240,0,0,0,,,,,
394251,0,0,0,,,,,
394262,0,0,0,,,,,
394272,0,0,0,,,,,
394284,0,0,0,,,,,
394295,0,0,0,,,,,
394306,0,0,0,,,,,
394320,0,0,0,,,,,
394332,0,0,0,,,,,
394343,0,0,0,,,,,
394354,0,0,0,,,,,
394365,0,0,0,,,,,
394403,0,0,0,,,,,
394415,0,0,0,,,,,
394426,0,0,0,,,,,
394437,0,0,0,,,,,
394448,0,0,0,,,,,
394460,0,0,0,,,,,
394470,0,0,0,,,,,
394481,0,0,0,,,,,
394492,0,0,0,,,,,
394504,0,0,0,,,,,
394515,0,0,0,,,,,
394526,0,0,0,,,,,
394537,0,0,0,,,,,
394549,0,0,0,,,,,
394560,0,0,0,,,,,
394571,0,0,0,,,,,
394582,0,0,0,,,,,
394593,0,0,0,,,,,
394604,0,0,0,,,,,
394615,0,0,0,,,,,
394627,0,0,0,,,,,
394638,0,0,0,,,,,
394648,0,0,0,,,,,
394659,0,0,0,,,,,
394671,0,0,0,,,,,
394682,0,0,0,,,,,
394693,0,0,0,,,,,
394704,0,0,0,,,,,
394716,0,0,0,,,,,
394727,0,0,0,,,,,
394737,0,0,0,,,,,
394748,0,0,0,,,,,
394763,0,0,0,,,,,
394774,0,0,0,,,,,
394785,0,0,0,,,,,
394797,0,0,0,,,,,
394807,0,0,0,,,,,
394818,0,0,0,,,,,
394829,0,0,0,,,,,
394841,0,0,0,,,,,
394852,0,0,0,,,,,
394863,0,0,0,,,,,
394873,0,0,0,,,,,
394885,0,0,0,,,,,
394896,0,0,0,,,,,
394907,0,0,0,,,,,
394918,0,0,0,,,,,
394930,0,0,0,,,,,
394941,0,0,0,,,,,
394951,0,0,0,,,,,
394962,0,0,0,,,,,
394974,0,0,0,,,,,
394985,0,0,0,,,,,
394996,0,0,0,,,,,
395008,0,0,0,,,,,
395018,0,0,0,,,,,
395029,0,0,0,,,,,
395040,0,0,0,,,,,
395052,0,0,0,,,,,
395063,0,0,0,,,,,
395074,0,0,0,,,,,
395085,0,0,0,,,,,
395096,0,0,0,,,,,
395107,0,0,0,,,,,
395118,0,0,0,,,,,
395129,0,0,0,,,,,
395141,0,0,0,,,,,
395152,0,0,0,,,,,
395166,0,0,0,,,,,
395176,0,0,0,,,,,
395188,0,0,0,,,,,
395199,0,0,0,,,,,
395210,0,0,0,,,,,
395222,0,0,0,,,,,
395233,0,0,0,,,,,
395244,0,0,0,,,,,
395254,0,0,0,,,,,
395266,0,0,0,,,,,
395277,0,0,0,,,,,
395288,0,0,0,,,,,
395299,0,0,0,,,,,
395311,0,0,0,,,,,
395321,0,0,0,,,,,
395332,0,0,0,,,,,
395343,0,0,0,,,,,
395355,0,0,0,,,,,
395366,0,0,0,,,,,
395377,0,0,0,,,,,
395388,0,0,0,,,,,
395399,0,0,0,,,,,
395410,0,0,0,,,,,
395421,0,0,0,,,,,
395432,0,0,0,,,,,
395444,0,0,0,,,,,
395455,0,0,0,,,,,
395466,0,0,0,,,,,
395476,0,0,0,,,,,
395488,0,0,0,,,,,
395499,0,0,0,,,,,
395510,0,0,0,,,,,
395522,0,0,0,,,,,
395533,0,0,0,,,,,
395544,0,0,0,,,,,
395555,0,0,0,,,,,
395566,0,0,0,,,,,
395580,0,0,0,,,,,
395591,0,0,0,,,,,
395602,0,0,0,,,,,
395614,0,0,0,,,,,
395625,0,0,0,,,,,
395635,0,0,0,,,,,
395646,0,0,0,,,,,
395658,0,0,0,,,,,
395669,0,0,0,,,,,
395680,0,0,0,,,,,
395692,0,0,0,,,,,
395703,0,0,0,,,,,
395713,0,0,0,,,,,
395724,0,0,0,,,,,
395736,0,0,0,,,,,
395747,0,0,0,,,,,
395758,0,0,0,,,,,
395769,0,0,0,,,,,
395781,0,0,0,,,,,
395791,0,0,0,,,,,
395802,0,0,0,,,,,
395813,0,0,0,,,,,
395825,0,0,0,,,,,
395836,0,0,0,,,,,
395847,0,0,0,,,,,
395857,0,0,0,,,,,
395869,0,0,0,,,,,
395880,0,0,0,,,,,
395891,0,0,0,,,,,
395902,0,0,0,,,,,
395914,0,0,0,,,,,
395925,0,0,0,,,,,
395935,0,0,0,,,,,
395947,0,0,0,,,,,
395958,0,0,0,,,,,
395969,0,0,0,,,,,
395983,0,0,0,,,,,
395995,0,0,0,,,,,
396006,0,0,0,,,,,
396016,0,0,0,,,,,
396027,0,0,0,,,,,
396039,0,0,0,,,,,
396050,0,0,0,,,,,
396061,0,0,0,,,,,
396072,0,0,0,,,,,
396083,0,0,0,,,,,
396094,0,0,0,,,,,
396105,0,0,0,,,,,
396116,0,0,0,,,,,
396128,0,0,0,,,,,
396139,0,0,0,,,,,
396150,0,0,0,,,,,
396161,0,0,0,,,,,
396172,0,0,0,,,,,
396183,0,0,0,,,,,
396194,0,0,0,,,,,
396206,0,0,0,,,,,
396217,0,0,0,,,,,
396228,0,0,0,,,,,
396238,0,0,0,,,,,
396250,0,0,0,,,,,
396261,0,0,0,,,,,
396272,0,0,0,,,,,
396283,0,0,0,,,,,
396295,0,0,0,,,,,
396305,0,0,0,,,,,
396316,0,0,0,,,,,
396327,0,0,0,,,,,
396339,0,0,0,,,,,
396350,0,0,0,,,,,
396361,0,0,0,,,,,
396372,0,0,0,,,,,
396383,0,0,0,,,,,
396397,0,0,0,,,,,
396408,0,0,0,,,,,
396420,0,0,0,,,,,
396431,0,0,0,,,,,
396442,0,0,0,,,,,
396453,0,0,0,,,,,
396464,0,0,0,,,,,
396475,0,0,0,,,,,
396486,0,0,0,,,,,
396497,0,0,0,,,,,
396509,0,0,0,,,,,
396520,0,0,0,,,,,
396531,0,0,0,,,,,
396541,0,0,0,,,,,
396553,0,0,0,,,,,
396564,0,0,0,,,,,
396575,0,0,0,,,,,
396587,0,0,0,,,,,
396598,0,0,0,,,,,
396608,0,0,0,,,,,
396619,0,0,0,,,,,
396631,0,0,0,,,,,
396642,0,0,0,,,,,
396653,0,0,0,,,,,
396664,0,0,0,,,,,
396676,0,0,0,,,,,
396686,0,0,0,,,,,
396697,0,0,0,,,,,
396708,0,0,0,,,,,
396720,0,0,0,,,,,
396731,0,0,0,,,,,
396742,0,0,0,,,,,
396753,0,0,0,,,,,
396764,0,0,0,,,,,
396775,0,0,0,,,,,
396786,0,0,0,,,,,
396801,0,0,0,,,,,
396812,0,0,0,,,,,
396823,0,0,0,,,,,
396833,0,0,0,,,,,
396845,0,0,0,,,,,
396856,0,0,0,,,,,
396867,0,0,0,,,,,
396878,0,0,0,,,,,
396890,0,0,0,,,,,
396901,0,0,0,,,,,
396911,0,0,0,,,,,
396922,0,0,0,,,,,
396934,0,0,0,,,,,
396945,0,0,0,,,,,
396956,0,0,0,,,,,
396967,0,0,0,,,,,
396978,0,0,0,,,,,
396989,0,0,0,,,,,
397000,0,0,0,,,,,
397011,0,0,0,,,,,
397023,0,0,0,,,,,
397034,0,0,0,,,,,
397044,0,0,0,,,,,
397056,0,0,0,,,,,
397067,0,0,0,,,,,
397078,0,0,0,,,,,
397089,0,0,0,,,,,
397101,0,0,0,,,,,
397112,0,0,0,,,,,
397122,0,0,0,,,,,
397133,0,0,0,,,,,
397145,0,0,0,,,,,
397156,0,0,0,,,,,
397167,0,0,0,,,,,
397178,0,0,0,,,,,
397190,0,0,0,,,,,
397200,0,0,0,,,,,
397214,0,0,0,,,,,
397248,0,0,0,,,,,
397259,0,0,0,,,,,
397271,0,0,0,,,,,
397281,0,0,0,,,,,
397292,0,0,0,,,,,
397303,0,0,0,,,,,
397315,0,0,0,,,,,
397326,0,0,0,,,,,
397337,0,0,0,,,,,
397348,0,0,0,,,,,
397360,0,0,0,,,,,
397371,0,0,0,,,,,
397382,0,0,0,,,,,
397393,0,0,0,,,,,
397404,0,0,0,,,,,
397415,0,0,0,,,,,
397426,0,0,0,,,,,
397437,0,0,0,,,,,
397449,0,0,0,,,,,
397460,0,0,0,,,,,
397471,0,0,0,,,,,
397483,0,0,0,,,,,
397494,0,0,0,,,,,
397504,0,0,0,,,,,
397515,0,0,0,,,,,
397527,0,0,0,,,,,
397538,0,0,0,,,,,
397549,0,0,0,,,,,
397560,0,0,0,,,,,
397572,0,0,0,,,,,
397582,0,0,0,,,,,
397593,0,0,0,,,,,
397604,0,0,0,,,,,
397616,0,0,0,,,,,
397627,0,0,0,,,,,
397638,0,0,0,,,,,
397652,0,0,0,,,,,
397664,0,0,0,,,,,
397674,0,0,0,,,,,
397685,0,0,0,,,,,
397697,0,0,0,,,,,
397708,0,0,0,,,,,
397719,0,0,0,,,,,
397730,0,0,0,,,,,
397742,0,0,0,,,,,
397753,0,0,0,,,,,
397763,0,0,0,,,,,
397774,0,0,0,,,,,
397786,0,0,0,,,,,
397797,0,0,0,,,,,
397808,0,0,0,,,,,
397819,0,0,0,,,,,
397831,0,0,0,,,,,
397841,0,0,0,,,,,
397852,0,0,0,,,,,
397863,0,0,0,,,,,
397875,0,0,0,,,,,
397886,0,0,0,,,,,
397897,0,0,0,,,,,
397908,0,0,0,,,,,
397919,0,0,0,,,,,
397930,0,0,0,,,,,
397941,0,0,0,,,,,
397953,0,0,0,,,,,
397964,0,0,0,,,,,
397975,0,0,0,,,,,
397986,0,0,0,,,,,
397997,0,0,0,,,,,
398008,0,0,0,,,,,
398019,0,0,0,,,,,
398030,0,0,0,,,,,
398042,0,0,0,,,,,
398056,0,0,0,,,,,
398067,0,0,0,,,,,
398077,0,0,0,,,,,
398089,0,0,0,,,,,
398100,0,1,0,,,,,
398111,0,0,0,,,,,
398123,0,1,0,,,,,
398134,0,0,0,,,,,
398145,0,0,0,,,,,
398156,0,0,0,,,,,
398167,0,0,0,,,,,
398178,0,0,0,,,,,
398189,0,0,0,,,,,
398200,0,0,0,,,,,
398212,0,0,0,,,,,
398223,0,0,0,,,,,
398234,0,0,0,,,,,
398245,0,0,0,,,,,
398256,0,0,0,,,,,
398267,0,0,0,,,,,
398278,0,0,0,,,,,
398289,0,0,0,,,,,
398301,0,0,0,,,,,
398312,0,0,0,,,,,
398323,0,0,0,,,,,
398334,0,0,0,,,,,
398345,0,0,0,,,,,
398356,0,0,0,,,,,
398367,0,0,0,,,,,
398379,0,0,0,,,,,
398390,0,0,0,,,,,
398401,0,0,0,,,,,
398412,0,0,0,,,,,
398424,0,0,0,,,,,
398434,0,0,0,,,,,
398445,0,0,0,,,,,
398456,0,0,0,,,,,
398471,0,0,0,,,,,
398482,0,0,0,,,,,
398493,0,0,0,,,,,
398504,0,0,0,,,,,
398515,0,0,0,,,,,
398526,0,0,0,,,,,
398537,0,0,0,,,,,
398548,0,0,0,,,,,
398560,0,0,0,,,,,
398571,0,0,0,,,,,
398582,0,0,0,,,,,
398594,0,0,0,,,,,
398604,0,0,0,,,,,
398615,0,0,0,,,,,
398626,0,0,0,,,,,
398638,0,0,0,,,,,
398649,0,0,0,,,,,
398660,0,0,0,,,,,
398671,0,0,0,,,,,
398682,0,0,0,,,,,
398693,0,0,0,,,,,
398704,0,0,0,,,,,
398715,0,0,0,,,,,
398727,0,0,0,,,,,
398738,0,0,0,,,,,
398749,0,0,0,,,,,
398759,0,0,0,,,,,
398771,0,0,0,,,,,
398782,0,0,0,,,,,
398793,0,0,0,,,,,
398804,0,0,0,,,,,
398816,0,0,0,,,,,
398827,0,0,0,,,,,
398837,0,0,0,,,,,
398849,0,0,0,,,,,
398860,0,0,0,,,,,
398874,0,0,0,,,,,
398885,0,0,0,,,,,
398897,0,0,0,,,,,
398908,0,0,0,,,,,
398919,0,0,0,,,,,
398929,0,0,0,,,,,
398941,0,0,0,,,,,
398952,0,0,0,,,,,
398963,0,0,0,,,,,
398974,0,0,0,,,,,
398986,0,0,0,,,,,
398997,0,0,0,,,,,
399007,0,0,0,,,,,
399019,0,0,0,,,,,
399030,0,0,0,,,,,
399041,0,0,0,,,,,
399052,0,0,0,,,,,
399064,0,0,0,,,,,
399075,0,0,0,,,,,
399085,0,0,0,,,,,
399096,0,0,0,,,,,
399108,0,0,0,,,,,
399119,0,0,0,,,,,
399130,0,0,0,,,,,
399141,0,0,0,,,,,
399152,0,0,0,,,,,
399163,0,0,0,,,,,
399174,0,0,0,,,,,
399185,0,0,0,,,,,
399197,0,0,0,,,,,
399208,0,0,0,,,,,
399219,0,0,0,,,,,
399229,0,0,0,,,,,
399241,0,0,0,,,,,
399252,0,0,0,,,,,
399263,0,0,0,,,,,
399275,0,0,0,,,,,
399289,0,0,0,,,,,
399300,0,0,0,,,,,
399310,0,0,0,,,,,
399322,0,0,0,,,,,
399333,0,0,0,,,,,
399344,0,0,0,,,,,
399355,0,0,0,,,,,
399367,0,0,0,,,,,
399378,0,0,0,,,,,
399388,0,0,0,,,,,
399399,0,0,0,,,,,
399411,0,0,0,,,,,
399422,0,0,0,,,,,
399433,0,0,0,,,,,
399444,0,0,0,,,,,
399456,0,0,0,,,,,
399466,0,0,0,,,,,
399477,0,0,0,,,,,
399489,0,0,0,,,,,
399500,0,0,0,,,,,
399511,0,0,0,,,,,
399522,0,0,0,,,,,
399533,0,0,0,,,,,
399544,0,0,0,,,,,
399555,0,0,0,,,,,
399566,0,0,0,,,,,
399578,0,0,0,,,,,
399589,0,0,0,,,,,
399600,0,0,0,,,,,
399610,0,0,0,,,,,
399622,0,0,0,,,,,
399633,0,0,0,,,,,
399644,0,0,0,,,,,
399655,0,0,0,,,,,
399667,0,0,0,,,,,
399677,0,0,0,,,,,
399691,0,0,0,,,,,
399703,0,0,0,,,,,
399714,0,0,0,,,,,
399725,0,0,0,,,,,
399736,0,0,0,,,,,
399748,0,0,0,,,,,
399758,0,0,0,,,,,
399769,0,0,0,,,,,
399780,0,0,0,,,,,
399792,0,0,0,,,,,
399803,0,0,0,,,,,
399814,0,0,0,,,,,
399825,0,0,0,,,,,
399836,0,0,0,,,,,
399847,0,0,0,,,,,
399858,0,0,0,,,,,
399869,0,0,0,,,,,
399881,0,0,0,,,,,
399892,0,0,0,,,,,
399903,0,0,0,,,,,
399913,0,0,0,,,,,
399925,0,0,0,,,,,
399936,0,0,0,,,,,
399947,0,0,0,,,,,
399959,0,0,0,,,,,
399970,0,0,0,,,,,
399981,0,0,0,,,,,
399991,0,0,0,,,,,
400003,0,0,0,,,,,
400014,0,0,0,,,,,
400025,0,0,0,,,,,
400036,0,0,0,,,,,
400048,0,0,0,,,,,
400059,0,0,0,,,,,
400078,0,0,0,,,,,
400104,0,0,0,,,,,
400114,0,0,0,,,,,
400129,0,0,0,,,,,
400140,0,0,0,,,,,
400151,0,0,0,,,,,
400162,0,0,0,,,,,
400174,0,0,0,,,,,
400185,0,0,0,,,,,
400196,0,0,0,,,,,
400206,0,0,0,,,,,
400218,0,0,0,,,,,
400229,0,0,0,,,,,
400240,0,0,0,,,,,
400251,0,0,0,,,,,
400263,0,0,0,,,,,
400274,0,0,0,,,,,
400285,0,0,0,,,,,
400296,0,0,0,,,,,
400307,0,0,0,,,,,
400318,0,0,0,,,,,
400329,0,0,0,,,,,
400340,0,0,0,,,,,
400352,0,0,0,,,,,
400363,0,0,0,,,,,
400374,0,0,0,,,,,
400385,0,0,0,,,,,
400396,0,0,0,,,,,
400407,0,0,0,,,,,
400418,0,0,0,,,,,
400430,0,0,0,,,,,
400441,0,0,0,,,,,
400451,0,0,0,,,,,
400462,0,0,0,,,,,
400474,0,0,0,,,,,
400485,0,0,0,,,,,
400496,0,0,0,,,,,
400507,0,0,0,,,,,
400518,0,0,0,,,,,
400529,0,0,0,,,,,
400543,0,0,0,,,,,
400555,0,0,0,,,,,
400566,0,0,0,,,,,
400577,0,0,0,,,,,
400588,0,0,0,,,,,
400599,0,0,0,,,,,
400610,0,0,0,,,,,
400621,0,0,0,,,,,
400632,0,0,0,,,,,
400644,0,0,0,,,,,
400655,0,0,0,,,,,
400666,0,0,0,,,,,
400676,0,0,0,,,,,
400688,0,0,0,,,,,
400699,0,0,0,,,,,
400710,0,0,0,,,,,
400721,0,0,0,,,,,
400733,0,0,0,,,,,
400744,0,0,0,,,,,
400754,0,0,0,,,,,
400765,0,0,0,,,,,
400777,0,0,0,,,,,
400788,0,0,0,,,,,
400799,0,0,0,,,,,
400811,0,0,0,,,,,
400822,0,0,0,,,,,
400832,0,0,0,,,,,
400843,0,0,0,,,,,
400855,0,0,0,,,,,
400866,0,0,0,,,,,
400877,0,0,0,,,,,
400888,0,0,0,,,,,
400899,0,0,0,,,,,
400910,0,0,0,,,,,
400921,0,0,0,,,,,
400932,0,0,0,,,,,
400947,0,0,0,,,,,
400958,0,0,0,,,,,
400969,0,0,0,,,,,
400979,0,0,0,,,,,
400991,0,0,0,,,,,
401002,0,0,0,,,,,
401013,0,0,0,,,,,
401025,0,0,0,,,,,
401036,0,0,0,,,,,
401047,0,0,0,,,,,
401057,0,0,0,,,,,
401069,0,0,0,,,,,
401080,0,0,0,,,,,
401091,0,0,0,,,,,
401102,0,0,0,,,,,
401114,0,0,0,,,,,
401125,0,0,0,,,,,
401135,0,0,0,,,,,
401146,0,0,0,,,,,
401158,0,0,0,,,,,
401169,0,0,0,,,,,
401180,0,0,0,,,,,
401191,0,0,0,,,,,
401202,0,0,0,,,,,
401213,0,0,0,,,,,
401224,0,0,0,,,,,
401235,0,0,0,,,,,
401247,0,0,0,,,,,
401258,0,0,0,,,,,
401269,0,0,0,,,,,
401280,0,0,0,,,,,
401291,0,0,0,,,,,
