Time (ms), Voltage (V), Raw reading,V*dt,,,,Resistance,1000
368147,0.06,13,0.00066,,,,,
368158,0.06,12,0.00066,,,,,
368169,0.06,12,0.00066,,,,,
368181,0.05,10,0.0006,,,,,
368192,0.07,15,0.00077,,,,,
368203,0.08,16,0.00088,,,,,
368215,0.08,17,0.00096,,,,,
368226,0.05,11,0.00055,,,,,
368236,0.04,9,0.0004,,,,,
368250,0.06,13,0.00084,,,,,
368262,0.04,8,0.00048,,,,,
368273,0.07,15,0.00077,,,,,
368284,0.05,11,0.00055,,,,,
368295,0.04,8,0.00044,,,,,
368307,0.05,11,0.0006,,,,,
368318,0.03,6,0.00033,,,,,
368329,0.06,13,0.00066,,,,,
368340,0.05,10,0.00055,,,,,
368352,0.07,15,0.00084,,,,,
368363,0.05,11,0.00055,,,,,
368374,0.06,13,0.00066,,,,,
368386,0.06,12,0.00072,,,,,
368397,0.05,10,0.00055,,,,,
368407,0.07,14,0.0007,,,,,
368418,0.06,12,0.00066,,,,,
368430,0.05,10,0.0006,,,,,
368441,0.05,11,0.00055,,,,,
368452,0.05,10,0.00055,,,,,
368463,0.04,9,0.00044,,,,,
368475,0.05,11,0.0006,,,,,
368486,0.07,14,0.00077,,,,,
368497,0.05,10,0.00055,,,,,
368508,0.05,11,0.00055,,,,,
368520,0.03,6,0.00036,,,,,
368531,0.05,11,0.00055,,,,,
368542,0.05,11,0.00055,,,,,
368553,0.02,4,0.00022,,,,,
368565,0.05,11,0.0006,,,,,
368575,0.04,8,0.0004,,,,,
368586,0.05,11,0.00055,,,,,
368598,0.02,5,0.00024,,,,,
368609,0.05,11,0.00055,,,,,
368620,0.04,9,0.00044,,,,,
368631,0.06,13,0.00066,,,,,
368646,0,1,0,,,,,
368657,0.06,13,0.00066,,,,,
368668,0.04,8,0.00044,,,,,
368679,0.05,10,0.00055,,,,,
368691,0.03,7,0.00036,,,,,
368702,0.06,12,0.00066,,,,,
368713,0.02,5,0.00022,,,,,
368724,0.05,11,0.00055,,,,,
368746,0.03,6,0.00066,,,,,
368776,0.03,6,0.0009,,,,,
368786,0.04,8,0.0004,,,,,
368797,0.03,6,0.00033,,,,,
368808,0.03,6,0.00033,,,,,
368820,0.05,11,0.0006,,,,,
368831,0.02,5,0.00022,,,,,
368842,0,0,0,,,,,
368854,0.03,6,0.00036,,,,,
368865,0.04,9,0.00044,,,,,
368876,0.06,12,0.00066,,,,,
368887,0.04,9,0.00044,,,,,
368899,0.02,5,0.00024,,,,,
368910,0.03,6,0.00033,,,,,
368921,0.02,5,0.00022,,,,,
368932,0,0,0,,,,,
368944,0.04,9,0.00048,,,,,
368955,0.04,9,0.00044,,,,,
368966,0.03,7,0.00033,,,,,
368977,0.05,10,0.00055,,,,,
368989,0.03,7,0.00036,,,,,
369000,0,0,0,,,,,
369011,0.04,8,0.00044,,,,,
369022,0.02,4,0.00022,,,,,
369033,0.02,5,0.00022,,,,,
369044,0.04,8,0.00044,,,,,
369055,0.03,7,0.00033,,,,,
369067,0.03,6,0.00036,,,,,
369081,0.04,8,0.00056,,,,,
369092,0.04,8,0.00044,,,,,
369103,0.03,7,0.00033,,,,,
369115,0.02,4,0.00024,,,,,
369126,0.03,7,0.00033,,,,,
369137,0.03,7,0.00033,,,,,
369148,0.04,8,0.00044,,,,,
369160,0.04,8,0.00048,,,,,
369171,0.04,8,0.00044,,,,,
369182,0.03,6,0.00033,,,,,
369193,0.02,4,0.00022,,,,,
369205,0.02,5,0.00024,,,,,
369216,0.03,6,0.00033,,,,,
369226,0.02,5,0.0002,,,,,
369238,0.02,5,0.00024,,,,,
369249,0.02,4,0.00022,,,,,
369260,0.02,5,0.00022,,,,,
369271,0.03,7,0.00033,,,,,
369283,0.02,5,0.00024,,,,,
369294,0.03,6,0.00033,,,,,
369305,0.02,5,0.00022,,,,,
369316,0.03,7,0.00033,,,,,
369328,0.02,5,0.00024,,,,,
369339,0.03,6,0.00033,,,,,
369350,0.03,6,0.00033,,,,,
369360,0.02,4,0.0002,,,,,
369372,0.03,6,0.00036,,,,,
369383,0.03,6,0.00033,,,,,
369394,0.01,3,0.00011,,,,,
369405,0.02,5,0.00022,,,,,
369417,0.02,4,0.00024,,,,,
369428,0.02,4,0.00022,,,,,
369439,0.01,3,0.00011,,,,,
369451,0.02,4,0.00024,,,,,
369462,0.02,4,0.00022,,,,,
369473,0.01,3,0.00011,,,,,
369484,0.01,3,0.00011,,,,,
369499,0.02,4,0.0003,,,,,
369510,0,0,0,,,,,
369521,0.01,3,0.00011,,,,,
369532,0.01,3,0.00011,,,,,
369543,0.02,5,0.00022,,,,,
369554,0,1,0,,,,,
369565,0.01,3,0.00011,,,,,
369576,0.02,4,0.00022,,,,,
369588,0.01,2,0.00012,,,,,
369599,0.01,3,0.00011,,,,,
369610,0.01,2,0.00011,,,,,
369622,0.01,3,0.00012,,,,,
369633,0,1,0,,,,,
369644,0.01,2,0.00011,,,,,
369655,0,0,0,,,,,
369667,0,1,0,,,,,
369678,0,1,0,,,,,
369689,0,1,0,,,,,
369700,0.01,2,0.00011,,,,,
369711,0,0,0,,,,,
369722,0.01,2,0.00011,,,,,
369733,0,1,0,,,,,
369744,0,1,0,,,,,
369756,0,1,0,,,,,
369767,0,0,0,,,,,
369778,0,0,0,,,,,
369789,0,0,0,,,,,
369801,0,1,0,,,,,
369812,0,0,0,,,,,
369822,0,0,0,,,,,
369833,0,0,0,,,,,
369845,0,0,0,,,,,
369856,0,0,0,,,,,
369867,0,0,0,,,,,
369879,0,0,0,,,,,
369890,0,0,0,,,,,
369904,0,0,0,,,,,
369914,0,0,0,,,,,
369926,0,0,0,,,,,
369937,0,0,0,,,,,
369948,0,0,0,,,,,
369959,0,0,0,,,,,
369971,0,0,0,,,,,
369982,0,0,0,,,,,
369993,0,0,0,,,,,
370003,0,0,0,,,,,
370015,0,0,0,,,,,
370026,0,0,0,,,,,
370037,0,0,0,,,,,
370049,0,0,0,,,,,
370060,0,0,0,,,,,
370071,0,0,0,,,,,
370081,0,0,0,,,,,
370093,0,0,0,,,,,
370104,0,0,0,,,,,
370115,0,0,0,,,,,
370126,0,0,0,,,,,
370138,0,0,0,,,,,
370149,0,0,0,,,,,
370159,0,0,0,,,,,
370170,0,0,0,,,,,
370182,0,0,0,,,,,
370193,0,0,0,,,,,
370204,0,0,0,,,,,
370215,0,0,0,,,,,
370227,0,0,0,,,,,
370238,0,0,0,,,,,
370248,0,0,0,,,,,
370259,0,0,0,,,,,
370271,0,0,0,,,,,
370282,0,0,0,,,,,
370293,0,0,0,,,,,
370305,0,0,0,,,,,
370319,0,0,0,,,,,
370330,0,0,0,,,,,
370340,0,0,0,,,,,
370352,0,0,0,,,,,
370363,0,0,0,,,,,
370374,0,0,0,,,,,
370385,0,0,0,,,,,
370397,0,0,0,,,,,
370408,0,0,0,,,,,
370418,0,0,0,,,,,
370429,0,0,0,,,,,
370441,0,0,0,,,,,
370452,0,0,0,,,,,
370463,0,0,0,,,,,
370475,0,0,0,,,,,
370486,0,0,0,,,,,
370497,0,0,0,,,,,
370507,0,0,0,,,,,
370519,0,0,0,,,,,
370530,0,0,0,,,,,
370541,0,0,0,,,,,
370552,0,0,0,,,,,
370564,0,0,0,,,,,
370575,0,0,0,,,,,
370586,0,0,0,,,,,
370596,0,0,0,,,,,
370608,0,0,0,,,,,
370619,0,0,0,,,,,
370630,0,0,0,,,,,
370641,0,0,0,,,,,
370653,0,0,0,,,,,
370664,0,0,0,,,,,
370675,0,0,0,,,,,
370685,0,0,0,,,,,
370697,0,0,0,,,,,
370708,0,0,0,,,,,
370722,0,0,0,,,,,
370734,0,0,0,,,,,
370745,0,0,0,,,,,
370756,0,0,0,,,,,
370766,0,0,0,,,,,
370778,0,0,0,,,,,
370789,0,0,0,,,,,
370800,0,0,0,,,,,
370811,0,0,0,,,,,
370823,0,0,0,,,,,
370834,0,0,0,,,,,
370844,0,0,0,,,,,
370855,0,0,0,,,,,
370867,0,0,0,,,,,
370878,0,0,0,,,,,
370889,0,0,0,,,,,
370900,0,0,0,,,,,
370912,0,0,0,,,,,
370922,0,0,0,,,,,
370933,0,0,0,,,,,
370945,0,0,0,,,,,
370956,0,0,0,,,,,
370967,0,0,0,,,,,
370978,0,0,0,,,,,
370990,0,0,0,,,,,
371000,0,0,0,,,,,
371011,0,0,0,,,,,
371022,0,0,0,,,,,
371034,0,0,0,,,,,
371045,0,0,0,,,,,
371056,0,0,0,,,,,
371067,0,0,0,,,,,
371079,0,0,0,,,,,
371089,0,0,0,,,,,
371100,0,0,0,,,,,
371111,0,0,0,,,,,
371123,0,0,0,,,,,
371137,0,0,0,,,,,
371148,0,0,0,,,,,
371160,0,0,0,,,,,
371170,0,0,0,,,,,
371181,0,0,0,,,,,
371192,0,0,0,,,,,
371204,0,0,0,,,,,
371215,0,0,0,,,,,
371226,0,0,0,,,,,
371237,0,0,0,,,,,
371249,0,0,0,,,,,
371259,0,0,0,,,,,
371270,0,0,0,,,,,
371281,0,0,0,,,,,
371293,0,0,0,,,,,
371304,0,0,0,,,,,
371315,0,0,0,,,,,
371326,0,0,0,,,,,
371337,0,0,0,,,,,
371348,0,0,0,,,,,
371359,0,0,0,,,,,
371371,0,0,0,,,,,
371382,0,0,0,,,,,
371393,0,0,0,,,,,
371404,0,0,0,,,,,
371415,0,0,0,,,,,
371426,0,0,0,,,,,
371437,0,0,0,,,,,
371448,0,0,0,,,,,
371460,0,0,0,,,,,
371471,0,0,0,,,,,
371482,0,0,0,,,,,
371493,0,0,0,,,,,
371504,0,0,0,,,,,
371515,0,0,0,,,,,
371526,0,0,0,,,,,
371537,0,0,0,,,,,
371552,0,0,0,,,,,
371563,0,0,0,,,,,
371574,0,0,0,,,,,
371586,0,0,0,,,,,
371604,0,0,0,,,,,
371631,0,0,0,,,,,
371642,0,0,0,,,,,
371652,0,0,0,,,,,
371663,0,0,0,,,,,
371675,0,0,0,,,,,
371686,0,0,0,,,,,
371697,0,0,0,,,,,
371708,0,0,0,,,,,
371720,0,0,0,,,,,
371731,0,0,0,,,,,
371742,0,0,0,,,,,
371753,0,0,0,,,,,
371765,0,0,0,,,,,
371775,0,0,0,,,,,
371786,0,0,0,,,,,
371798,0,0,0,,,,,
371809,0,0,0,,,,,
371820,0,0,0,,,,,
371831,0,0,0,,,,,
371843,0,0,0,,,,,
371854,0,0,0,,,,,
371864,0,0,0,,,,,
371875,0,0,0,,,,,
371887,0,0,0,,,,,
371898,0,0,0,,,,,
371909,0,0,0,,,,,
371920,0,0,0,,,,,
371932,0,0,0,,,,,
371942,0,0,0,,,,,
371953,0,0,0,,,,,
371964,0,0,0,,,,,
371979,0,0,0,,,,,
371990,0,0,0,,,,,
372001,0,0,0,,,,,
372013,0,0,0,,,,,
372023,0,0,0,,,,,
372034,0,0,0,,,,,
372045,0,0,0,,,,,
372057,0,0,0,,,,,
372068,0,0,0,,,,,
372079,0,0,0,,,,,
372089,0,0,0,,,,,
372101,0,0,0,,,,,
372112,0,0,0,,,,,
372123,0,0,0,,,,,
372134,0,0,0,,,,,
372146,0,0,0,,,,,
372157,0,0,0,,,,,
372167,0,0,0,,,,,
372178,0,0,0,,,,,
372190,0,0,0,,,,,
372201,0,0,0,,,,,
372212,0,0,0,,,,,
372224,0,0,0,,,,,
372235,0,0,0,,,,,
372245,0,0,0,,,,,
372256,0,0,0,,,,,
372268,0,0,0,,,,,
372279,0,0,0,,,,,
372290,0,0,0,,,,,
372301,0,0,0,,,,,
372312,0,0,0,,,,,
372323,0,0,0,,,,,
372334,0,0,0,,,,,
372345,0,0,0,,,,,
372357,0,0,0,,,,,
372368,0,0,0,,,,,
372379,0,0,0,,,,,
372392,0,0,0,,,,,
372404,0,0,0,,,,,
372415,0,0,0,,,,,
372426,0,0,0,,,,,
372438,0,0,0,,,,,
372449,0,0,0,,,,,
372460,0,0,0,,,,,
372470,0,0,0,,,,,
372482,0,0,0,,,,,
372493,0,0,0,,,,,
372504,0,0,0,,,,,
372515,0,0,0,,,,,
372527,0,0,0,,,,,
372538,0,0,0,,,,,
372548,0,0,0,,,,,
372559,0,0,0,,,,,
372571,0,0,0,,,,,
372582,0,0,0,,,,,
372593,0,0,0,,,,,
372604,0,0,0,,,,,
372615,0,0,0,,,,,
372626,0,0,0,,,,,
372637,0,0,0,,,,,
372648,0,0,0,,,,,
372660,0,0,0,,,,,
372671,0,0,0,,,,,
372682,0,0,0,,,,,
372692,0,0,0,,,,,
372704,0,0,0,,,,,
372715,0,0,0,,,,,
372726,0,0,0,,,,,
372738,0,0,0,,,,,
372749,0,0,0,,,,,
372760,0,0,0,,,,,
372770,0,0,0,,,,,
372782,0,0,0,,,,,
372796,0,0,0,,,,,
372807,0,0,0,,,,,
372818,0,0,0,,,,,
372830,0,0,0,,,,,
372841,0,0,0,,,,,
372851,0,0,0,,,,,
372862,0,0,0,,,,,
372874,0,0,0,,,,,
372885,0,0,0,,,,,
372896,0,0,0,,,,,
372908,0,0,0,,,,,
372918,0,0,0,,,,,
372929,0,0,0,,,,,
372940,0,0,0,,,,,
372952,0,0,0,,,,,
372963,0,0,0,,,,,
372974,0,0,0,,,,,
372985,0,0,0,,,,,
372996,0,0,0,,,,,
373007,0,0,0,,,,,
373018,0,0,0,,,,,
373029,0,0,0,,,,,
373041,0,0,0,,,,,
373052,0,0,0,,,,,
373062,0,0,0,,,,,
373073,0,0,0,,,,,
373085,0,0,0,,,,,
373096,0,0,0,,,,,
373107,0,0,0,,,,,
373118,0,0,0,,,,,
373130,0,0,0,,,,,
373140,0,0,0,,,,,
373151,0,0,0,,,,,
373163,0,0,0,,,,,
373174,0,0,0,,,,,
373185,0,0,0,,,,,
373196,0,0,0,,,,,
373211,0,0,0,,,,,
373221,0,0,0,,,,,
373232,0,0,0,,,,,
373243,0,0,0,,,,,
373255,0,0,0,,,,,
373266,0,0,0,,,,,
373277,0,0,0,,,,,
373288,0,0,0,,,,,
373299,0,0,0,,,,,
373310,0,0,0,,,,,
373321,0,0,0,,,,,
373332,0,0,0,,,,,
373344,0,0,0,,,,,
373355,0,0,0,,,,,
373365,0,0,0,,,,,
373377,0,0,0,,,,,
373388,0,0,0,,,,,
373399,0,0,0,,,,,
373410,0,0,0,,,,,
373422,0,0,0,,,,,
373433,0,0,0,,,,,
373443,0,0,0,,,,,
373454,0,0,0,,,,,
373466,0,0,0,,,,,
373477,0,0,0,,,,,
373488,0,0,0,,,,,
373499,0,0,0,,,,,
373511,0,0,0,,,,,
373521,0,0,0,,,,,
373532,0,0,0,,,,,
373543,0,0,0,,,,,
373555,0,0,0,,,,,
373566,0,0,0,,,,,
373577,0,0,0,,,,,
373587,0,0,0,,,,,
373599,0,0,0,,,,,
373613,0,0,0,,,,,
373624,0,0,0,,,,,
373636,0,0,0,,,,,
373647,0,0,0,,,,,
373658,0,0,0,,,,,
373668,0,0,0,,,,,
373680,0,0,0,,,,,
373691,0,0,0,,,,,
373702,0,0,0,,,,,
373713,0,0,0,,,,,
373725,0,0,0,,,,,
373736,0,0,0,,,,,
373746,0,0,0,,,,,
373757,0,0,0,,,,,
373769,0,0,0,,,,,
373780,0,0,0,,,,,
373791,0,0,0,,,,,
373803,0,0,0,,,,,
373814,0,0,0,,,,,
373824,0,0,0,,,,,
373835,0,0,0,,,,,
373847,0,0,0,,,,,
373858,0,0,0,,,,,
373869,0,0,0,,,,,
373880,0,0,0,,,,,
373891,0,0,0,,,,,
373902,0,0,0,,,,,
373913,0,0,0,,,,,
373924,0,0,0,,,,,
373936,0,0,0,,,,,
373947,0,0,0,,,,,
373958,0,0,0,,,,,
373968,0,0,0,,,,,
373980,0,0,0,,,,,
373991,0,0,0,,,,,
374002,0,0,0,,,,,
374013,0,0,0,,,,,
374028,0,0,0,,,,,
374039,0,0,0,,,,,
374050,0,0,0,,,,,
374061,0,0,0,,,,,
374072,0,0,0,,,,,
374083,0,0,0,,,,,
374094,0,0,0,,,,,
374106,0,0,0,,,,,
374117,0,0,0,,,,,
374127,0,0,0,,,,,
374138,0,0,0,,,,,
374150,0,0,0,,,,,
374161,0,0,0,,,,,
374172,0,0,0,,,,,
374183,0,0,0,,,,,
374195,0,0,0,,,,,
374205,0,0,0,,,,,
374216,0,0,0,,,,,
374227,0,0,0,,,,,
374239,0,0,0,,,,,
374250,0,0,0,,,,,
374261,0,0,0,,,,,
374273,0,0,0,,,,,
374283,0,0,0,,,,,
374294,0,0,0,,,,,
374305,0,0,0,,,,,
374317,0,0,0,,,,,
374328,0,0,0,,,,,
374339,0,0,0,,,,,
374350,0,0,0,,,,,
374361,0,0,0,,,,,
374372,0,0,0,,,,,
374383,0,0,0,,,,,
374394,0,0,0,,,,,
374406,0,0,0,,,,,
374417,0,0,0,,,,,
374427,0,0,0,,,,,
374451,0,0,0,,,,,
374489,0,0,0,,,,,
374501,0,0,0,,,,,
374512,0,0,0,,,,,
374522,0,0,0,,,,,
374534,0,0,0,,,,,
374545,0,0,0,,,,,
374556,0,0,0,,,,,
374567,0,0,0,,,,,
374579,0,0,0,,,,,
374590,0,0,0,,,,,
374601,0,0,0,,,,,
374612,0,0,0,,,,,
374623,0,0,0,,,,,
374634,0,0,0,,,,,
374645,0,0,0,,,,,
374657,0,0,0,,,,,
374668,0,0,0,,,,,
374679,0,0,0,,,,,
374690,0,0,0,,,,,
374702,0,0,0,,,,,
374713,0,0,0,,,,,
374724,0,0,0,,,,,
374734,0,0,0,,,,,
374746,0,0,0,,,,,
374757,0,0,0,,,,,
374768,0,0,0,,,,,
374779,0,0,0,,,,,
374791,0,0,0,,,,,
374802,0,0,0,,,,,
374812,0,0,0,,,,,
374823,0,0,0,,,,,
374835,0,0,0,,,,,
374846,0,0,0,,,,,
374857,0,0,0,,,,,
374868,0,0,0,,,,,
374883,0,0,0,,,,,
374894,0,0,0,,,,,
374905,0,0,0,,,,,
374916,0,0,0,,,,,
374927,0,0,0,,,,,
374938,0,0,0,,,,,
374949,0,0,0,,,,,
374961,0,0,0,,,,,
374972,0,0,0,,,,,
374982,0,0,0,,,,,
374993,0,0,0,,,,,
375005,0,0,0,,,,,
375016,0,0,0,,,,,
375027,0,0,0,,,,,
375038,0,0,0,,,,,
375050,0,0,0,,,,,
375061,0,0,0,,,,,
375071,0,0,0,,,,,
375083,0,0,0,,,,,
375094,0,0,0,,,,,
375105,0,0,0,,,,,
375116,0,0,0,,,,,
375128,0,0,0,,,,,
375139,0,0,0,,,,,
375150,0,0,0,,,,,
375160,0,0,0,,,,,
375172,0,0,0,,,,,
375183,0,0,0,,,,,
375194,0,0,0,,,,,
375205,0,0,0,,,,,
375217,0,0,0,,,,,
375228,0,0,0,,,,,
375239,0,0,0,,,,,
375249,0,0,0,,,,,
375261,0,0,0,,,,,
375272,0,0,0,,,,,
375283,0,0,0,,,,,
375298,0,0,0,,,,,
375309,0,0,0,,,,,
375320,0,0,0,,,,,
375330,0,0,0,,,,,
375342,0,0,0,,,,,
375353,0,0,0,,,,,
375364,0,0,0,,,,,
375375,0,0,0,,,,,
375387,0,0,0,,,,,
375398,0,0,0,,,,,
375409,0,0,0,,,,,
375419,0,0,0,,,,,
375431,0,0,0,,,,,
375442,0,0,0,,,,,
375453,0,0,0,,,,,
375464,0,0,0,,,,,
375476,0,0,0,,,,,
375487,0,0,0,,,,,
375498,0,0,0,,,,,
375508,0,0,0,,,,,
375520,0,0,0,,,,,
375531,0,0,0,,,,,
375542,0,0,0,,,,,
375554,0,0,0,,,,,
375565,0,0,0,,,,,
375576,0,0,0,,,,,
375586,0,0,0,,,,,
375598,0,0,0,,,,,
375609,0,0,0,,,,,
375620,0,0,0,,,,,
375631,0,0,0,,,,,
375643,0,0,0,,,,,
375654,0,0,0,,,,,
375665,0,0,0,,,,,
375675,0,0,0,,,,,
375687,0,0,0,,,,,
375701,0,0,0,,,,,
375712,0,0,0,,,,,
375724,0,0,0,,,,,
375735,0,0,0,,,,,
375746,0,0,0,,,,,
375757,0,0,0,,,,,
375768,0,0,0,,,,,
375779,0,0,0,,,,,
375790,0,0,0,,,,,
375801,0,0,0,,,,,
375813,0,0,0,,,,,
375824,0,0,0,,,,,
375835,0,0,0,,,,,
375846,0,0,0,,,,,
375857,0,0,0,,,,,
375868,0,0,0,,,,,
375879,0,0,0,,,,,
375890,0,0,0,,,,,
375902,0,0,0,,,,,
375913,0,0,0,,,,,
375924,0,0,0,,,,,
375936,0,0,0,,,,,
375946,0,0,0,,,,,
375957,0,0,0,,,,,
375968,0,0,0,,,,,
375980,0,0,0,,,,,
375991,0,0,0,,,,,
376002,0,0,0,,,,,
376013,0,0,0,,,,,
376025,0,0,0,,,,,
376035,0,0,0,,,,,
376046,0,0,0,,,,,
376057,0,0,0,,,,,
376069,0,0,0,,,,,
376080,0,0,0,,,,,
376091,0,0,0,,,,,
376102,0,0,0,,,,,
376117,0,0,0,,,,,
376127,0,0,0,,,,,
376138,0,0,0,,,,,
376150,0,0,0,,,,,
376161,0,0,0,,,,,
376172,0,0,0,,,,,
376183,0,0,0,,,,,
376195,0,0,0,,,,,
376205,0,0,0,,,,,
376216,0,0,0,,,,,
376227,0,0,0,,,,,
376239,0,0,0,,,,,
376250,0,0,0,,,,,
376261,0,0,0,,,,,
376271,0,0,0,,,,,
376283,0,0,0,,,,,
376294,0,0,0,,,,,
376305,0,0,0,,,,,
376316,0,0,0,,,,,
376328,0,0,0,,,,,
376339,0,0,0,,,,,
376350,0,0,0,,,,,
376360,0,0,0,,,,,
376372,0,0,0,,,,,
376383,0,0,0,,,,,
376394,0,0,0,,,,,
376406,0,0,0,,,,,
376417,0,0,0,,,,,
376428,0,0,0,,,,,
376438,0,0,0,,,,,
376450,0,0,0,,,,,
376461,0,0,0,,,,,
376472,0,0,0,,,,,
376483,0,0,0,,,,,
376495,0,0,0,,,,,
376506,0,0,0,,,,,
376519,0,0,0,,,,,
376530,0,0,0,,,,,
376542,0,0,0,,,,,
376553,0,0,0,,,,,
376564,0,0,0,,,,,
376576,0,0,0,,,,,
376587,0,0,0,,,,,
376598,0,0,0,,,,,
376608,0,0,0,,,,,
376620,0,0,0,,,,,
376631,0,0,0,,,,,
376642,0,0,0,,,,,
376653,0,0,0,,,,,
376665,0,0,0,,,,,
376675,0,0,0,,,,,
376686,0,0,0,,,,,
376697,0,0,0,,,,,
376709,0,0,0,,,,,
376720,0,0,0,,,,,
376731,0,0,0,,,,,
376742,0,0,0,,,,,
376753,0,0,0,,,,,
376764,0,0,0,,,,,
376775,0,0,0,,,,,
376786,0,0,0,,,,,
376798,0,0,0,,,,,
376809,0,0,0,,,,,
376820,0,0,0,,,,,
376832,0,0,0,,,,,
376842,0,0,0,,,,,
376853,0,0,0,,,,,
376864,0,0,0,,,,,
376876,0,0,0,,,,,
376887,0,0,0,,,,,
376898,0,0,0,,,,,
376909,0,0,0,,,,,
376920,0,0,0,,,,,
376934,0,0,0,,,,,
376945,0,0,0,,,,,
376956,0,0,0,,,,,
376968,0,0,0,,,,,
376979,0,0,0,,,,,
376990,0,0,0,,,,,
377001,0,0,0,,,,,
377012,0,0,0,,,,,
377023,0,0,0,,,,,
377034,0,0,0,,,,,
377046,0,0,0,,,,,
377057,0,0,0,,,,,
377068,0,0,0,,,,,
377079,0,0,0,,,,,
377090,0,0,0,,,,,
377101,0,0,0,,,,,
377112,0,0,0,,,,,
377123,0,0,0,,,,,
377135,0,0,0,,,,,
377146,0,0,0,,,,,
377157,0,0,0,,,,,
377167,0,0,0,,,,,
377179,0,0,0,,,,,
377190,0,0,0,,,,,
377201,0,0,0,,,,,
377212,0,0,0,,,,,
377224,0,0,0,,,,,
377235,0,0,0,,,,,
377246,0,0,0,,,,,
377256,0,0,0,,,,,
377268,0,0,0,,,,,
377279,0,0,0,,,,,
377290,0,0,0,,,,,
377302,0,0,0,,,,,
377336,0,0,0,,,,,
377348,0,0,0,,,,,
377359,0,0,0,,,,,
377373,0,0,0,,,,,
377384,0,0,0,,,,,
377396,0,0,0,,,,,
377407,0,0,0,,,,,
377417,0,0,0,,,,,
377428,0,0,0,,,,,
377440,0,0,0,,,,,
377451,0,0,0,,,,,
377462,0,0,0,,,,,
377474,0,0,0,,,,,
377485,0,0,0,,,,,
377496,0,0,0,,,,,
377507,0,0,0,,,,,
377519,0,0,0,,,,,
377529,0,0,0,,,,,
377540,0,0,0,,,,,
377551,0,0,0,,,,,
377563,0,0,0,,,,,
377574,0,0,0,,,,,
377585,0,0,0,,,,,
377596,0,0,0,,,,,
377607,0,0,0,,,,,
377618,0,0,0,,,,,
377629,0,0,0,,,,,
377640,0,0,0,,,,,
377652,0,0,0,,,,,
377663,0,0,0,,,,,
377674,0,0,0,,,,,
377684,0,0,0,,,,,
377696,0,0,0,,,,,
377707,0,0,0,,,,,
377718,0,0,0,,,,,
377730,0,0,0,,,,,
377741,0,0,0,,,,,
377752,0,0,0,,,,,
377762,0,0,0,,,,,
377777,0,0,0,,,,,
377788,0,0,0,,,,,
377799,0,0,0,,,,,
377810,0,0,0,,,,,
377822,0,0,0,,,,,
377833,0,0,0,,,,,
377843,0,0,0,,,,,
377854,0,0,0,,,,,
377866,0,0,0,,,,,
377877,0,0,0,,,,,
377888,0,0,0,,,,,
377899,0,0,0,,,,,
377910,0,0,0,,,,,
377921,0,0,0,,,,,
377932,0,0,0,,,,,
377944,0,0,0,,,,,
377955,0,0,0,,,,,
377966,0,0,0,,,,,
377977,0,0,0,,,,,
377988,0,0,0,,,,,
377999,0,0,0,,,,,
378010,0,0,0,,,,,
378021,0,0,0,,,,,
378033,0,0,0,,,,,
378044,0,0,0,,,,,
378055,0,0,0,,,,,
378065,0,0,0,,,,,
378077,0,0,0,,,,,
378088,0,0,0,,,,,
378099,0,0,0,,,,,
378110,0,0,0,,,,,
378122,0,0,0,,,,,
378132,0,0,0,,,,,
378143,0,0,0,,,,,
378155,0,0,0,,,,,
378166,0,0,0,,,,,
378177,0,1,0,,,,,
378191,0,1,0,,,,,
378203,0,1,0,,,,,
378214,0,1,0,,,,,
378224,0.01,2,0.0001,,,,,
378235,0,1,0,,,,,
378247,0.01,2,0.00012,,,,,
378258,0,1,0,,,,,
378269,0.01,2,0.00011,,,,,
378280,0,1,0,,,,,
378292,0.01,2,0.00012,,,,,
378303,0.01,2,0.00011,,,,,
378314,0,1,0,,,,,
378326,0,0,0,,,,,
378337,0,0,0,,,,,
378347,0,0,0,,,,,
378358,0,0,0,,,,,
378370,0,0,0,,,,,
378381,0,0,0,,,,,
378392,0,0,0,,,,,
378403,0,0,0,,,,,
378415,0,0,0,,,,,
378425,0,0,0,,,,,
378436,0,0,0,,,,,
378447,0,0,0,,,,,
378459,0,0,0,,,,,
378470,0,0,0,,,,,
378481,0,0,0,,,,,
378492,0,0,0,,,,,
378503,0,0,0,,,,,
378514,0,0,0,,,,,
378525,0,0,0,,,,,
378536,0,0,0,,,,,
378548,0,0,0,,,,,
378559,0,0,0,,,,,
378570,0,0,0,,,,,
378580,0,0,0,,,,,
378595,0,0,0,,,,,
378606,0,0,0,,,,,
378617,0,0,0,,,,,
378629,0,0,0,,,,,
378640,0,0,0,,,,,
378651,0,0,0,,,,,
378661,0,0,0,,,,,
378673,0,0,0,,,,,
378684,0,0,0,,,,,
378695,0,0,0,,,,,
378706,0,0,0,,,,,
378718,0,0,0,,,,,
378729,0,0,0,,,,,
378739,0,0,0,,,,,
378750,0,0,0,,,,,
378762,0,0,0,,,,,
378773,0,0,0,,,,,
378784,0,0,0,,,,,
378796,0,0,0,,,,,
378807,0,0,0,,,,,
378817,0,0,0,,,,,
378828,0,0,0,,,,,
378840,0,0,0,,,,,
378851,0,0,0,,,,,
378862,0,0,0,,,,,
378873,0,0,0,,,,,
378884,0,0,0,,,,,
378895,0,0,0,,,,,
378906,0,0,0,,,,,
